,Close,Compound,Negative,Neutral,Positive,Open,High,Low,Volume
2020-10-12,2237.050049,-0.9999,0.128,0.809,0.063,2235.0,2255.75,2226.25,6565515.0
2020-10-13,2280.699951,-0.9999,0.148,0.785,0.067,2230.600098,2285.75,2225.850098,10666190.0
2020-10-14,2287.5,-0.9999,0.15,0.759,0.09,2278.899902,2304.0,2268.5,12341434.0
2020-10-15,2206.5,-0.9999,0.137,0.787,0.076,2290.0,2290.0,2195.0,9246702.0
2020-10-16,2175.800049,-0.9998,0.129,0.787,0.084,2215.0,2232.5,2172.649902,9960828.0
2020-10-19,2176.199951,-0.9999,0.147,0.779,0.073,2190.050049,2228.699951,2155.149902,14398973.0
2020-10-20,2155.899902,-0.9998,0.142,0.763,0.095,2179.0,2193.0,2152.25,8529573.0
2020-10-21,2124.600098,-0.9999,0.138,0.789,0.073,2168.0,2192.0,2097.75,15728986.0
2020-10-22,2106.949951,-0.9999,0.152,0.762,0.086,2127.399902,2132.5,2091.0,14215215.0
2020-10-23,2113.050049,-0.9997,0.12,0.805,0.075,2106.0,2135.0,2096.399902,10809307.0
2020-10-26,2029.099976,-0.9993,0.114,0.8,0.086,2101.949951,2101.949951,2018.5,17225212.0
2020-10-27,2034.5,-0.9999,0.148,0.765,0.087,2034.900024,2059.850098,2005.0,16835005.0
2020-10-28,2011.449951,-0.9998,0.143,0.776,0.081,2041.800049,2057.699951,2007.400024,13809929.0
2020-10-29,2026.900024,-0.9999,0.151,0.772,0.077,1997.0,2042.0,1991.0,14147418.0
2020-10-30,2054.5,-0.9999,0.149,0.763,0.088,2033.5,2065.100098,2021.800049,15700946.0
2020-11-02,1877.449951,-0.9996,0.121,0.796,0.083,2027.0,2027.0,1859.150024,45857806.0
2020-11-03,1850.400024,-0.9998,0.13,0.786,0.083,1890.0,1909.0,1835.099976,40931170.0
2020-11-04,1913.199951,-0.9994,0.108,0.82,0.071,1837.0,1929.0,1837.0,37003111.0
2020-11-05,1955.0,-0.9999,0.138,0.788,0.074,1954.949951,1960.949951,1932.0,17170274.0
2020-11-06,2029.150024,-0.9996,0.104,0.837,0.059,1990.0,2040.0,1978.150024,30770080.0
2020-11-09,2050.699951,-0.9998,0.131,0.786,0.083,2062.100098,2069.0,2036.0,16539467.0
2020-11-10,2084.550049,-0.9998,0.126,0.8,0.074,2077.0,2090.0,2041.199951,17045147.0
2020-11-11,1997.199951,0.9974,0.115,0.758,0.127,2089.0,2095.0,1978.099976,26178477.0
2020-11-12,1980.0,-0.9993,0.122,0.784,0.094,1981.0,2008.449951,1965.0,18481466.0
2020-11-13,1996.400024,-0.9997,0.135,0.771,0.094,1982.0,2036.650024,1981.75,20946864.0
2020-11-17,1993.25,-0.9998,0.135,0.783,0.082,2085.0,2085.0,1985.0,21479385.0
2020-11-18,1987.199951,-0.9999,0.148,0.788,0.064,1993.25,2006.5,1960.099976,14030652.0
2020-11-19,1973.150024,-0.9994,0.107,0.82,0.073,1987.199951,2010.449951,1968.199951,12828008.0
2020-11-20,1899.5,-0.9998,0.13,0.787,0.083,1975.0,1983.800049,1895.0,26522972.0
2020-11-23,1950.699951,-0.9983,0.102,0.815,0.083,1951.0,1970.0,1926.25,20918665.0
2020-11-24,1964.050049,-0.9996,0.124,0.787,0.09,1964.0,1974.0,1932.0,14277083.0
2020-11-25,1947.800049,-0.9999,0.127,0.813,0.06,1980.0,1992.949951,1942.199951,15062376.0
2020-11-26,1952.599976,-0.9999,0.142,0.786,0.073,1953.050049,1965.0,1930.050049,11924527.0
2020-11-27,1929.800049,-0.9998,0.124,0.799,0.076,1940.5,1956.099976,1921.400024,21845931.0
2020-12-01,1954.900024,-0.9999,0.149,0.775,0.076,1940.349976,1966.25,1930.050049,9114939.0
2020-12-02,1958.150024,-0.9985,0.102,0.82,0.078,1958.5,1962.0,1935.0,10240168.0
2020-12-03,1964.050049,-0.9999,0.14,0.796,0.064,1972.0,1981.099976,1958.650024,12822945.0
2020-12-04,1946.75,-0.9999,0.16,0.751,0.089,1969.0,1969.0,1940.0,8521388.0
2020-12-07,1958.199951,-0.9996,0.124,0.786,0.089,1940.599976,1965.0,1940.599976,8418767.0
2020-12-08,1993.75,-0.9998,0.135,0.79,0.075,1961.150024,2014.25,1950.0,20030506.0
2020-12-09,2026.949951,-0.9998,0.141,0.778,0.081,2009.949951,2033.800049,1999.25,13464375.0
2020-12-10,2007.0,-0.9996,0.12,0.802,0.078,2021.599976,2028.5,2001.0,7414229.0
2020-12-11,2005.800049,-0.9999,0.147,0.772,0.081,2013.0,2038.0,1974.25,12434745.0
2020-12-14,1991.300049,-0.9993,0.112,0.808,0.081,2007.949951,2015.0,1986.349976,7989830.0
2020-12-15,1974.349976,-0.9998,0.124,0.8,0.076,1989.699951,1989.699951,1961.099976,8561406.0
2020-12-16,1976.550049,-0.9994,0.105,0.82,0.075,1988.0,1994.949951,1965.699951,8565904.0
2020-12-17,1985.599976,-0.9997,0.123,0.801,0.076,1984.5,2005.0,1977.150024,9346460.0
2020-12-18,1991.550049,-0.9998,0.132,0.78,0.088,1980.099976,2004.900024,1965.0,8522215.0
2020-12-21,1939.699951,-0.9995,0.103,0.832,0.065,2010.0,2022.0,1855.25,20368545.0
2020-12-22,1936.699951,-0.9999,0.158,0.743,0.099,1949.0,1958.900024,1888.449951,12986606.0
2020-12-23,1943.849976,-0.9996,0.12,0.8,0.08,1930.0,1951.449951,1920.650024,8999898.0
2020-12-24,1994.150024,-0.9971,0.082,0.854,0.064,1947.0,1998.800049,1945.900024,9588577.0
2020-12-28,2003.300049,-0.9997,0.126,0.79,0.084,2006.699951,2018.0,1995.300049,7947719.0
2020-12-29,1990.050049,-0.9998,0.136,0.774,0.09,2009.0,2012.300049,1982.550049,8589407.0
2020-12-30,1995.5,-0.9998,0.126,0.797,0.077,1995.25,2007.199951,1975.550049,10173132.0
2020-12-31,1985.300049,-0.9996,0.124,0.783,0.094,1993.5,2011.900024,1978.599976,8667516.0
